Step,T_CE,T_Acc,T_Res,V_CE,V_Acc,V_Res,E_CE,E_Acc,E_Res,Time
28000,0.37534432582855226,0.87118,43559.0,,,,0.6672466499328613,0.7909,7909.0,1456.7503221035004
28500,0.350204376411438,0.87982,43991.0,,,,0.683748435974121,0.7876,7876.0,1482.8299660682678
29000,0.3524987538909912,0.88044,44022.0,,,,0.6752257694244385,0.7901,7901.0,1508.9568071365356
29500,0.3426183949661255,0.88336,44168.0,,,,0.638633166885376,0.796,7960.0,1535.053384065628
30000,0.3309923464393616,0.88646,44323.0,,,,0.6529468051910401,0.7916,7916.0,1561.134684085846
30500,0.32595190744400027,0.88878,44439.0,,,,0.6782334274291992,0.794,7940.0,1587.2229001522064
31000,0.3248901425552368,0.88894,44447.0,,,,0.6907891227722168,0.7843,7843.0,1613.3050560951233
31500,0.3179429237747192,0.89084,44542.0,,,,0.7289916969299316,0.7752,7752.0,1639.3603200912476
32000,0.3160180136680603,0.8932,44660.0,,,,0.6545036359786988,0.7993,7993.0,1665.426036119461
32500,0.2940123505783081,0.89884,44942.0,,,,0.6936617958068848,0.7949,7949.0,1691.4951272010803
33000,0.2994667064857483,0.89714,44857.0,,,,0.671771671295166,0.7972,7972.0,1717.532320022583
33500,0.29154167251586915,0.9011,45055.0,,,,0.6732644245147705,0.7944,7944.0,1743.5584440231323
34000,0.2942246883964539,0.89978,44989.0,,,,0.6626942945480346,0.7931,7931.0,1769.624225139618
34500,0.27799669181823733,0.90548,45274.0,,,,0.689356409072876,0.7919,7919.0,1795.6995100975037
35000,0.2825845386886597,0.90426,45213.0,,,,0.7048876922607422,0.7906,7906.0,1821.7526919841766
35500,0.27744204500198366,0.90404,45202.0,,,,0.7053752223968506,0.789,7890.0,1847.781280040741
36000,0.2708221876716614,0.9069,45345.0,,,,0.7121768115997315,0.7884,7884.0,1873.7995100021362
36500,0.26574454202651976,0.91014,45507.0,,,,0.7062618408203125,0.7931,7931.0,1899.832013130188
37000,0.2620324532318115,0.91136,45568.0,,,,0.7095998420715331,0.788,7880.0,1925.8718900680542
37500,0.25434248580932617,0.91428,45714.0,,,,0.7112085548400879,0.7917,7917.0,1951.903774023056
38000,0.2560635130310059,0.91352,45676.0,,,,0.6902247470855712,0.7983,7983.0,1977.9438951015472
38500,0.2553022878074646,0.91392,45696.0,,,,0.7431399307250977,0.796,7960.0,2003.965499162674
39000,0.24114689529418945,0.91916,45958.0,,,,0.6928750816345215,0.7904,7904.0,2029.9715101718903
39500,0.23436992141723634,0.92,46000.0,,,,0.7194894344329834,0.7974,7974.0,2055.982764005661
40000,0.23851628520965576,0.9195,45975.0,,,,0.7337712055206299,0.782,7820.0,2081.9990870952606
40500,0.23570821355819702,0.92142,46071.0,,,,0.6981144111633301,0.7988,7988.0,2108.0773301124573
41000,0.23157707485198975,0.92248,46124.0,,,,0.7028828273773193,0.7932,7932.0,2134.0987651348114
41500,0.2280975452518463,0.92416,46208.0,,,,0.7612777000427247,0.788,7880.0,2160.1691830158234
42000,0.22284220344543457,0.92512,46256.0,,,,0.702795722579956,0.7951,7951.0,2186.2047860622406
42500,0.2270969596481323,0.92376,46188.0,,,,0.7517041198730469,0.7869,7869.0,2212.242832183838
43000,0.212241484708786,0.92864,46432.0,,,,0.7810179740905762,0.7827,7827.0,2238.2901010513306
43500,0.21272434830665587,0.92912,46456.0,,,,0.7193576351165771,0.7964,7964.0,2264.3504440784454
44000,0.21376282109260558,0.92828,46414.0,,,,0.6944364543914795,0.7998,7998.0,2290.410185098648
44500,0.2046243616104126,0.93124,46562.0,,,,0.7377120582580566,0.7935,7935.0,2316.4978890419006
45000,0.20021887396812438,0.93308,46654.0,,,,0.738198864364624,0.795,7950.0,2342.508539199829
45500,0.20468614637374877,0.93138,46569.0,,,,0.7264342353820801,0.7939,7939.0,2368.532921075821
46000,0.20419445826530458,0.93216,46608.0,,,,0.7258633323669433,0.7962,7962.0,2394.5582280158997
46500,0.19208667513847352,0.93656,46828.0,,,,0.7453128974914551,0.7962,7962.0,2420.5873861312866
47000,0.19703536193847657,0.9342,46710.0,,,,0.7351744812011719,0.7956,7956.0,2446.60236120224
47500,0.1963658588886261,0.9341,46705.0,,,,0.7229995765686035,0.7942,7942.0,2472.6063301563263
48000,0.19464548823356628,0.93458,46729.0,,,,0.7385590114593505,0.7912,7912.0,2498.646373987198
48500,0.18989633449554444,0.9358,46790.0,,,,0.7565063339233399,0.7988,7988.0,2524.721973180771
49000,0.1839851528930664,0.93898,46949.0,,,,0.713472490310669,0.7987,7987.0,2550.787316083908
49500,0.17850774369239808,0.94074,47037.0,,,,0.7358573444366455,0.7971,7971.0,2576.8261802196503
50000,0.18212846668243407,0.9395,46975.0,,,,0.7687546241760254,0.7934,7934.0,2602.872997045517
50500,0.17862609090328216,0.94014,47007.0,,,,0.7287888313293457,0.8003,8003.0,2628.9241831302643
51000,0.1752527490901947,0.94126,47063.0,,,,0.7093405853271484,0.8028,8028.0,2654.977692127228
51500,0.1778151517534256,0.94244,47122.0,,,,0.7150822200775147,0.7966,7966.0,2681.043521165848
52000,0.178194567193985,0.94104,47052.0,,,,0.7347708591461182,0.7991,7991.0,2707.1197822093964
52500,0.17408872683525087,0.94306,47153.0,,,,0.7408989650726319,0.7979,7979.0,2733.147169113159
53000,0.17236895361900328,0.94366,47183.0,,,,0.7684073989868164,0.7934,7934.0,2759.186856031418
53500,0.16535967311382294,0.94512,47256.0,,,,0.7471059951782226,0.793,7930.0,2785.2213702201843
54000,0.17269935136795045,0.9424,47120.0,,,,0.787528071975708,0.7873,7873.0,2811.2483921051025
54500,0.16523080380439759,0.94542,47271.0,,,,0.7260731903076172,0.8058,8058.0,2837.3076260089874
55000,0.16170562960147858,0.94654,47327.0,,,,0.7976592826843262,0.7887,7887.0,2863.3655610084534
55500,0.1636812250995636,0.9467,47335.0,,,,0.8094892864227294,0.7892,7892.0,2889.411644220352
56000,0.1563822454071045,0.94868,47434.0,,,,0.7609085472106933,0.7907,7907.0,2915.4344420433044
56500,0.1587379133939743,0.94726,47363.0,,,,0.7740716850280762,0.7974,7974.0,2941.690744161606
57000,0.16074568215847015,0.94734,47367.0,,,,0.7448507003784179,0.7996,7996.0,2967.7224822044373
