Step,T_CE,T_Acc,T_Res,V_CE,V_Acc,V_Res,E_CE,E_Acc,E_Res,Time
500,2.3025095703125,0.11122,5561.0,,,,2.302454490661621,0.1003,1003.0,56.83298397064209
1000,2.302353704833984,0.11618,5809.0,,,,2.3023677993774414,0.1031,1031.0,112.4840350151062
1500,2.302190050354004,0.11152,5576.0,,,,2.302247676086426,0.1,1000.0,168.01783180236816
2000,2.3019554428100584,0.12114,6057.0,,,,2.302019593811035,0.1,1000.0,223.53391480445862
2500,2.3013855068969726,0.13728,6864.0,,,,2.3013631820678713,0.1021,1021.0,279.21793389320374
3000,2.2990723434448244,0.14198,7099.0,,,,2.2966185440063476,0.1514,1514.0,334.90460181236267
3500,2.2684455752563477,0.1261,6305.0,,,,2.2321696228027346,0.1581,1581.0,390.5447909832001
4000,2.1868914611816406,0.17144,8572.0,,,,2.1591799377441405,0.1844,1844.0,446.13908290863037
4500,2.0978753799438477,0.19172,9586.0,,,,2.005299639892578,0.215,2150.0,501.635568857193
5000,1.9387258386230468,0.22472,11236.0,,,,1.8990012924194335,0.2337,2337.0,557.2138328552246
5500,1.8923234826660156,0.24056,12028.0,,,,1.8942097351074219,0.2337,2337.0,612.7644839286804
6000,1.8674176391601562,0.25294,12647.0,,,,1.8942838668823243,0.251,2510.0,668.4349780082703
6500,1.8385959204101563,0.26184,13092.0,,,,1.8340980606079103,0.2673,2673.0,724.0977129936218
7000,1.8027287170410156,0.28336,14168.0,,,,1.7730729644775391,0.3065,3065.0,779.6899018287659
7500,1.7491206024169923,0.322,16100.0,,,,1.710478239440918,0.3585,3585.0,835.3230309486389
8000,1.6632465362548827,0.3599,17995.0,,,,1.6535614547729491,0.3754,3754.0,891.1294958591461
8500,1.5835833822631835,0.39514,19757.0,,,,1.5295353088378907,0.4287,4287.0,946.9492208957672
9000,1.4874672254943848,0.43534,21767.0,,,,1.4309389862060546,0.4567,4567.0,1002.6129658222198
9500,1.4169790675354004,0.46128,23064.0,,,,1.4309521133422851,0.465,4650.0,1058.2018549442291
10000,1.3455854681396484,0.4877,24385.0,,,,1.3029603210449219,0.5168,5168.0,1113.7854838371277
10500,1.287783981781006,0.5133,25665.0,,,,1.2388850059509278,0.5375,5375.0,1169.376634836197
11000,1.232763719482422,0.53772,26886.0,,,,1.1781154487609864,0.5732,5732.0,1225.0784268379211
11500,1.1894455847167968,0.5597,27985.0,,,,1.1415662117004395,0.5838,5838.0,1280.624363899231
12000,1.1304527337646484,0.58538,29269.0,,,,1.1093395500183105,0.6032,6032.0,1336.339917898178
12500,1.07812859085083,0.60802,30401.0,,,,1.0409224838256836,0.6252,6252.0,1391.841490983963
13000,1.0342003407287597,0.6267,31335.0,,,,1.0192850143432617,0.6368,6368.0,1447.5047459602356
13500,0.9839853366088868,0.64542,32271.0,,,,0.943271817779541,0.663,6630.0,1503.027191877365
14000,0.940389130859375,0.66406,33203.0,,,,0.8874835781097412,0.6866,6866.0,1558.6293699741364
14500,0.9038604015350342,0.67574,33787.0,,,,0.8815813682556153,0.684,6840.0,1614.1777198314667
15000,0.8693966891479492,0.68952,34476.0,,,,0.9252956741333008,0.6734,6734.0,1669.813313961029
15500,0.8304121138000489,0.70788,35394.0,,,,0.8279785560607911,0.7143,7143.0,1725.3615078926086
16000,0.7939552338409424,0.72072,36036.0,,,,0.8654823017120361,0.7025,7025.0,1781.0078887939453
16500,0.7600458338928223,0.73342,36671.0,,,,0.7730987388610839,0.7398,7398.0,1836.6481750011444
17000,0.7284721471405029,0.74496,37248.0,,,,0.7731805717468262,0.7336,7336.0,1892.2726578712463
17500,0.7010999488830566,0.75716,37858.0,,,,0.729037190246582,0.7529,7529.0,1947.9215807914734
